DATE,NB_MAINTENANCES,PB_NB_MAINTENANCES,VALUE,CENS
151345.0,0,0,29.000000953674316,0
159691.0,1,0,2.549999952316284,0
181266.0,1,0,29.65000057220459,0
203740.0,1,0,30.799999237060547,0
222198.0,1,1,34.900001525878906,0
234218.0,3,0,34.15000057220459,0
