DATE,NB_MAINTENANCES,PB_NB_MAINTENANCES,VALUE,CENS
185947.0,1,0,27.899999618530273,0
208292.0,2,0,25.25,0
219296.0,3,0,11.15000033378601,0
229285.0,3,0,11.749999523162842,0
251357.0,3,0,14.299999713897705,0
