DATE,NB_MAINTENANCES,VALUE
148193.0,0,8.500000238418579
159561.0,0,9.950000166893005
179761.0,1,9.100000023841858
199175.0,1,10.849999785423279
212848.0,1,11.899999618530273
232958.0,1,12.449999570846558
