DATE,NB_MAINTENANCES,PB_NB_MAINTENANCES,VALUE,CENS
148255.0,0,0,26.699999809265137,0
170618.0,1,0,27.5,0
190151.0,1,0,27.75,0
212455.0,2,0,27.15000057220459,0
220618.0,2,0,27.59999942779541,0
233179.0,2,0,28.100000381469727,0
