DATE,NB_MAINTENANCES,PB_NB_MAINTENANCES,VALUE,CENS
147973.0,1,0,17.949999809265137,0
167492.0,1,0,29.299999237060547,0
190304.0,1,0,29.699999809265137,0
211194.0,1,1,29.300000190734863,0
221364.0,2,0,28.800000190734863,0
