DATE,NB_MAINTENANCES,VALUE
128890.0,0,4.700000047683716
139982.0,0,4.349999904632568
157638.0,0,5.900000214576721
179963.0,1,5.350000023841858
203040.0,1,7.3999998569488525
223080.0,1,9.5
