DATE,NB_MAINTENANCES,PB_NB_MAINTENANCES,VALUE,CENS
120741.0,0,0,22.699999809265137,0
143253.0,1,0,3.149999976158142,0
163974.0,1,0,16.149999618530273,0
185155.0,1,0,26.050000190734863,0
195303.0,2,0,28.100000381469727,0
206207.0,2,0,29.600000381469727,0
229089.0,3,1,7.449999809265137,0
