DATE,NB_MAINTENANCES,VALUE
133635.0,0,24.40000057220459
154764.0,1,3.299999952316284
176796.0,1,24.350000381469727
196802.0,1,30.050000190734863
205120.0,1,29.449999809265137
224510.0,1,28.950000762939453
245389.0,2,30.15000057220459
