DATE,NB_MAINTENANCES,VALUE
120741.0,0,22.699999809265137
143253.0,1,3.149999976158142
163974.0,1,16.149999618530273
185155.0,1,26.050000190734863
195303.0,2,28.100000381469727
206207.0,2,29.600000381469727
229089.0,3,7.449999809265137
