DATE,NB_MAINTENANCES,VALUE
144807.0,1,27.850000381469727
153910.0,1,26.90000057220459
176580.0,2,28.0
196690.0,2,27.649999618530273
215748.0,2,31.80000114440918
225961.0,2,31.799999237060547
248176.0,3,26.09999942779541
